permitnumber,permittype,permitdescription,typeofwork,approvedscopeofwork,status,commercialorresidential,address,zip,council_district,contractorname,contractoraddress1,contractorcity,contractorstate,contractorzip,opa_owner,permitissuedate,matched_trades
MP-2026-003978,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

MULTI FAMILY - EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES.

Basement unit #1
Install new air handler, add a heat pump at the rear patio, new ductwork, and 3 diffusers. There will be no penetration of any rated walls or floors. 

No work in unit #2",Issued,Residential,1723 N 23RD ST,19121-3011,5,QAMAR A CHOWDHURY,"QAMAR A CHOWDHURY
CLIMATE COMFORT LLC
121 SNYDER LN
SPRINGFIELD, PA  19064
USA",,,,VANNOY CALVIN S,2026-09-12T04:00:00Z,hvac;pool_deck_fence
MP-2026-005113,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace only, in like and kind, using existing ductwork",Completed,Residential,60 N EDGEWOOD ST,19139-2322,4,JMJ HEATING & COOLING INC,"JMJ HEATING & COOLING INC
22 Rock hill Rd 
Bala Cynwyd, PA  19004
USA",,,,MORRIS BRINESON,2026-09-12T04:00:00Z,hvac
MP-2026-005190,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing boiler only, in like and kind, using existing piping/ ductwork in the basement, NO NEW DUCTWORK IS PART OF THIS PERMIT, APPLIANCE REPLACEMENT LIKE IN KIND ONLY.
",Completed,Residential,4324 WALN ST,19124-4050,7,"Red Line Construction, LLC","Red Line Construction, LLC
25 S Main St
46
Yardley, PA  19067
USA",,,,ZENO NILDA A,2026-09-11T04:00:00Z,hvac
MP-2026-003055,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,INSTALLTION OF NEW HVAC SYSTEM FOR A SINGLE FAMILY DWELLING INCLUDING DUCTED AND DUCTLESS APPLIANCES AS PER APPROVED PLANS AND PHC APPROVAL. *2018 IMC REVIEW*,Issued,Residential,313 S 12TH ST,19107-5907,1,Smith W F Inc,"Smith W F Inc
7306 STATE RD
PHILADELPHIA, PA  19136
USA",,,,LAGROTTE MCCANN AMY NICOLE,2026-09-11T04:00:00Z,hvac
EP-2026-008097,Electrical,Electrical Permit,Addition and/or Alteration,"Electrical Service / Panels
	¿	Existing building Panel Q, 400A, 3-phase, 120/208V, to be reused for the childcare tenant.
	¿	Extend, relocate, or rewire existing Panel Q to the new location as shown on the electrical plans.
	¿	Existing building Panel M, 400A, 3-phase, 120/208V, to be reused.
	¿	Extend, relocate, or rewire existing Panel M to the new location as shown on the electrical plans.
	¿	Provide and install new Panel P, 125A, 3-phase, 120/208V.
	¿	Provide and install new Panel L, 125A, 3-phase, 120/208Rough and trim the entire area as per plan 

Install light fixtures ,outlets, emergency lighting and exit signs
Wire all HVAC equipment as per plan 
Grounding as per 2020 NEC 
Fire alarm excluded ",Issued,Commercial,501-27 E GIRARD AVE,19125-3311,5,City Lights electric llc,"City Lights electric llc
2374 Pine rd 
huntingdon valley, PA  19006
USA",,,,WOLFF COURT DEVELOPMENT L,2026-09-11T04:00:00Z,hvac
MP-2026-004936,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER'S SPECIFICATIONS AND IN ACCORDANCE WITH 2021 IMC. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. ",Issued,Commercial,3406-46 WALNUT ST,19104-3436,3,DWD MECHANICAL CONTRACTOR INC,"DWD MECHANICAL CONTRACTOR INC
1005 Kedron Ave
Morton, PA  19070
USA",,,,TRUSTEES OF THE UNIVERSIT,2026-09-11T04:00:00Z,hvac
MP-2026-004927,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace only, in like and kind, no new ductwork ",Completed,Residential,958 N 45TH ST,19104-1264,3,"Arrow Plumbing, Heating, & Air Conditioning, LLC.","Arrow Plumbing, Heating, & Air Conditioning, LLC.
2521 Orthodox St.
Philadelphia, PA  19137
USA",,,,WILKINS LYNETTE R,2026-09-11T04:00:00Z,hvac
EP-2026-005011,Electrical,Electrical Permit,Addition and/or Alteration,"Install new 400 amp service, 5-gang meter socket, 5 breaker panels. Rewire with outlets, lights, fixtures, switches smoke/co alarms, hot water heater, dryer, range, line to power HVAC equipment as per 2017 NEC.   Install new fire alarm system as per plans and 2016 NFPA 72.",Issued,Commercial,102 N 50TH ST,19139-2721,3,CALLISTO ENERGY MANAGEMENT CORPORATION,"CALLISTO ENERGY MANAGEMENT CORPORATION
239 Fourth Ave
Suite 1401 #5094
Pittsburgh, PA  15222
USA",,,,"FEYISSA SISAY, TESEMA TRUENESH A",2026-09-11T04:00:00Z,hvac
MP-2026-005243,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans.

Installation of 2 ton condenser and coil with 60k BTU furnace, 10 reg./diff.",Issued,Residential,1723 N LECOUNT ST,19121-2820,5,B8 Construction LLC,"B8 Construction LLC
249 Barclay Circle
Cheltenham, PA  19012
USA",,,,FALCON RIDGE VENTURES LLC,2026-09-11T04:00:00Z,hvac
MP-2026-004605,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Relocate two diffusers/registers for the bathroom and kitchen ",Issued,Residential,2533 N SPANGLER ST,19132-2838,4,RODNEY ALLEN,"RODNEY ALLEN
420 POPLAR ST
PHILADELPHIA, PA  19123
USA",,,,ALLEN PATRICA,2026-09-11T04:00:00Z,hvac;kitchen_bath
MP-2026-005100,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace only, in like and kind, using the existing ductwork.",Issued,Residential,6618 ROSS ST,19119-2230,8,AAMIR DAVIS,"AAMIR DAVIS
5779 NASSAU RD
PHILADELPHIA, PA  19131
USA",,,,JOHNSON DANYELLE,2026-09-11T04:00:00Z,hvac
MP-2026-003265,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK.
**SUBJECT TO THE FOLLOWING CONDITIONS OF APPROVAL FROM THE PHILADELPHIA HISTORICAL COMMISSION: No work to exterior windows and/or doors as part of this permit. No work to front facade as part of this permit.",Issued,Residential,1322 PINE ST,19107-5820,1,"Sila Services, LLC","Sila Services, LLC
323 Newbury Street
Boston, MA  02115
USA",,,,"PLAYER CANDICE, PLAYER BETTY",2026-09-11T04:00:00Z,hvac
MP-2026-004871,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER'S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS AND IN ACCORDANCE WITH 2021 IMC. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. ",Issued,Commercial,1548 E PASSYUNK AVE,19147-6331,1,DOWNTOWN MECHANICAL LLC,"DOWNTOWN MECHANICAL LLC
2807 S HUTCHINSON ST
PHILADELPHIA , PA  19148
USA",,,,"GOLDBERG MATTHEW, BARTOLA REBECCA",2026-09-11T04:00:00Z,hvac
MP-2026-005174,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace only, in like and kind, no new ductwork. ",Completed,Residential,3122 N DARIEN ST,19133-2035,5,Nation Builders LLC,"Nation Builders LLC
2547 Frankford Ave
Unit C
Philadelphia, PA  19125
USA",,,,CARABALLO ANDREA,2026-09-11T04:00:00Z,hvac
MP-2026-005220,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. FOR USE AS PREVIOUSLY APPROVED. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. ",Issued,Commercial,2005 MARKET ST,19103-7042,5,LOR-MAR MECHANICAL SERVICES LLC,"LOR-MAR MECHANICAL SERVICES LLC
6710 WESTFIELD AVE
PENNSAUKEN, NJ  08110
USA",,,,"COMMERCE SQUARE PARTNERS, PHILA PLAZA PHAZE II",2026-09-11T04:00:00Z,hvac
